id_venda;operador;valor_total;forma_pagamento;data_venda
2687;Caixa Simulador;12,00;CRÉDITO;21/01/2026 06:38
21070;Caixa Simulador;54,50;DINHEIRO;21/01/2026 06:38
18983;Caixa Simulador;41,50;PIX;21/01/2026 06:29
10930;Caixa Simulador;105,50;DÉBITO;21/01/2026 06:13
19142;Caixa Simulador;101,00;PIX;21/01/2026 06:11
25272;Caixa Simulador;73,00;PIX;21/01/2026 06:03
29531;Caixa Simulador;53,50;DÉBITO;21/01/2026 05:54
28100;Caixa Simulador;42,00;PIX;21/01/2026 04:32
30178;Caixa Simulador;0,50;CRÉDITO;21/01/2026 03:59
8574;Caixa Simulador;33,00;DINHEIRO;21/01/2026 02:56
19927;Caixa Simulador;106,00;PIX;21/01/2026 01:54
29108;Caixa Simulador;22,00;DÉBITO;21/01/2026 01:16
3954;Caixa Simulador;125,00;PIX;21/01/2026 01:11
26999;Caixa Simulador;10,00;DINHEIRO;21/01/2026 00:26
39868;Caixa Simulador;58,00;CRÉDITO;20/01/2026 22:24
30622;Caixa Simulador;12,00;CRÉDITO;20/01/2026 20:09
33979;Caixa Simulador;50,00;PIX;20/01/2026 18:54
10123;Caixa Simulador;104,00;CRÉDITO;20/01/2026 18:41
4087;Caixa Simulador;59,50;DINHEIRO;20/01/2026 18:40
34770;Caixa Simulador;56,00;PIX;20/01/2026 18:34
19865;Caixa Simulador;15,00;DINHEIRO;20/01/2026 18:25
30815;Caixa Simulador;1,00;DINHEIRO;20/01/2026 18:24
23353;Caixa Simulador;15,50;DINHEIRO;20/01/2026 18:04
29174;Caixa Simulador;61,00;DÉBITO;20/01/2026 17:16
33761;Caixa Simulador;59,50;DÉBITO;20/01/2026 16:55
8387;Caixa Simulador;21,00;PIX;20/01/2026 16:54
24813;Caixa Simulador;25,00;DÉBITO;20/01/2026 16:50
9427;Caixa Simulador;94,50;PIX;20/01/2026 16:49
13048;Caixa Simulador;145,00;CRÉDITO;20/01/2026 16:47
14260;Caixa Simulador;48,00;DÉBITO;20/01/2026 16:13
22626;Caixa Simulador;69,00;PIX;20/01/2026 16:12
33231;Caixa Simulador;30,50;DÉBITO;20/01/2026 16:09
4117;Caixa Simulador;21,00;PIX;20/01/2026 15:22
5723;Caixa Simulador;70,00;CRÉDITO;20/01/2026 11:07
15292;Caixa Simulador;10,00;PIX;20/01/2026 09:46
23167;Caixa Simulador;77,00;PIX;20/01/2026 09:43
12464;Caixa Simulador;61,00;PIX;20/01/2026 09:31
11213;Caixa Simulador;45,00;PIX;20/01/2026 08:48
12955;Caixa Simulador;21,00;DINHEIRO;20/01/2026 08:22
24021;Caixa Simulador;13,00;PIX;20/01/2026 08:07
28540;Caixa Simulador;32,00;CRÉDITO;20/01/2026 08:06
31603;Caixa Simulador;23,00;CRÉDITO;20/01/2026 08:02
4310;Caixa Simulador;26,00;CRÉDITO;20/01/2026 07:58
35187;Caixa Simulador;130,00;DÉBITO;20/01/2026 07:37
19905;Caixa Simulador;129,00;CRÉDITO;20/01/2026 07:33
27441;Caixa Simulador;7,00;CRÉDITO;20/01/2026 07:14
28824;Caixa Simulador;56,50;PIX;20/01/2026 06:52
7399;Caixa Simulador;49,00;CRÉDITO;20/01/2026 06:41
28676;Caixa Simulador;1,50;PIX;20/01/2026 06:40
4272;Caixa Simulador;90,00;DINHEIRO;20/01/2026 06:35
30770;Caixa Simulador;38,50;DINHEIRO;20/01/2026 06:25
28328;Caixa Simulador;90,00;CRÉDITO;20/01/2026 05:18
10741;Caixa Simulador;16,00;CRÉDITO;20/01/2026 05:10
6202;Caixa Simulador;54,00;CRÉDITO;20/01/2026 05:08
20367;Caixa Simulador;42,00;CRÉDITO;20/01/2026 03:51
27372;Caixa Simulador;45,00;PIX;20/01/2026 01:30
19847;Caixa Simulador;12,00;PIX;20/01/2026 01:25
7805;Caixa Simulador;73,00;PIX;19/01/2026 23:27
4819;Caixa Simulador;7,00;CRÉDITO;19/01/2026 23:00
9147;Caixa Simulador;117,00;DINHEIRO;19/01/2026 21:48
5620;Caixa Simulador;90,00;CRÉDITO;19/01/2026 21:23
5487;Caixa Simulador;64,50;PIX;19/01/2026 20:44
5641;Caixa Simulador;116,00;PIX;19/01/2026 20:19
30237;Caixa Simulador;101,00;DINHEIRO;19/01/2026 19:04
31961;Caixa Simulador;24,00;DINHEIRO;19/01/2026 18:54
23116;Caixa Simulador;24,00;DÉBITO;19/01/2026 18:52
24135;Caixa Simulador;71,00;DINHEIRO;19/01/2026 18:45
37594;Caixa Simulador;63,00;DINHEIRO;19/01/2026 18:34
17809;Caixa Simulador;92,00;CRÉDITO;19/01/2026 18:13
22332;Caixa Simulador;5,50;DÉBITO;19/01/2026 18:00
28816;Caixa Simulador;1,00;DINHEIRO;19/01/2026 17:59
28617;Caixa Simulador;70,00;DINHEIRO;19/01/2026 17:22
26534;Caixa Simulador;32,00;PIX;19/01/2026 17:11
304;Caixa Simulador;17,00;DINHEIRO;19/01/2026 17:10
22535;Caixa Simulador;90,00;DÉBITO;19/01/2026 17:09
17150;Caixa Simulador;2,50;DINHEIRO;19/01/2026 16:50
16498;Caixa Simulador;44,00;CRÉDITO;19/01/2026 16:49
10028;Caixa Simulador;27,00;CRÉDITO;19/01/2026 16:48
7085;Caixa Simulador;18,50;PIX;19/01/2026 16:40
25168;Caixa Simulador;35,00;PIX;19/01/2026 16:25
8035;Caixa Simulador;18,00;DINHEIRO;19/01/2026 16:22
12815;Caixa Simulador;2,00;CRÉDITO;19/01/2026 16:12
37179;Caixa Simulador;47,00;DINHEIRO;19/01/2026 15:17
14155;Caixa Simulador;47,00;DINHEIRO;19/01/2026 14:49
12680;Caixa Simulador;24,00;DÉBITO;19/01/2026 09:29
12826;Caixa Simulador;110,00;DÉBITO;19/01/2026 08:53
22822;Caixa Simulador;110,00;DÉBITO;19/01/2026 08:22
11907;Caixa Simulador;46,00;DÉBITO;19/01/2026 08:02
15695;Caixa Simulador;44,00;DÉBITO;19/01/2026 07:54
29474;Caixa Simulador;11,50;PIX;19/01/2026 07:54
4546;Caixa Simulador;104,00;CRÉDITO;19/01/2026 07:41
4633;Caixa Simulador;36,00;PIX;19/01/2026 07:37
4283;Caixa Simulador;134,00;PIX;19/01/2026 07:24
7830;Caixa Simulador;110,00;DÉBITO;19/01/2026 07:19
12695;Caixa Simulador;21,00;PIX;19/01/2026 07:15
33008;Caixa Simulador;103,50;PIX;19/01/2026 07:01
36680;Caixa Simulador;140,00;DINHEIRO;19/01/2026 06:55
445;Caixa Simulador;55,50;CRÉDITO;19/01/2026 06:52
15153;Caixa Simulador;46,00;DÉBITO;19/01/2026 06:36
22510;Caixa Simulador;29,00;PIX;19/01/2026 06:29
14989;Caixa Simulador;82,50;CRÉDITO;19/01/2026 06:18
9701;Caixa Simulador;18,00;DINHEIRO;19/01/2026 06:15
17250;Caixa Simulador;99,00;PIX;19/01/2026 06:09
11151;Caixa Simulador;66,00;PIX;19/01/2026 06:05
20721;Caixa Simulador;54,00;DÉBITO;19/01/2026 05:53
3184;Caixa Simulador;53,00;CRÉDITO;19/01/2026 05:21
26201;Caixa Simulador;37,00;PIX;19/01/2026 05:21
38458;Caixa Simulador;26,00;DÉBITO;19/01/2026 05:00
1010;Caixa Simulador;29,00;DINHEIRO;19/01/2026 00:55
36615;Caixa Simulador;28,50;DÉBITO;19/01/2026 00:53
23794;Caixa Simulador;30,00;CRÉDITO;19/01/2026 00:48
34189;Caixa Simulador;33,00;PIX;18/01/2026 20:23
2550;Caixa Simulador;11,00;CRÉDITO;18/01/2026 20:05
4765;Caixa Simulador;60,00;CRÉDITO;18/01/2026 19:31
21860;Caixa Simulador;54,00;CRÉDITO;18/01/2026 18:59
24109;Caixa Simulador;96,50;DÉBITO;18/01/2026 18:38
30257;Caixa Simulador;31,00;DINHEIRO;18/01/2026 18:30
19887;Caixa Simulador;9,00;CRÉDITO;18/01/2026 18:02
4168;Caixa Simulador;52,00;PIX;18/01/2026 17:59
13619;Caixa Simulador;37,00;DINHEIRO;18/01/2026 17:33
16711;Caixa Simulador;14,00;DINHEIRO;18/01/2026 17:20
30150;Caixa Simulador;31,00;DÉBITO;18/01/2026 17:05
24284;Caixa Simulador;32,50;DÉBITO;18/01/2026 17:04
9920;Caixa Simulador;65,00;PIX;18/01/2026 16:48
5862;Caixa Simulador;30,50;DÉBITO;18/01/2026 16:33
33318;Caixa Simulador;12,00;CRÉDITO;18/01/2026 16:27
28033;Caixa Simulador;46,00;PIX;18/01/2026 15:04
30486;Caixa Simulador;80,00;DÉBITO;18/01/2026 13:59
34454;Caixa Simulador;128,00;CRÉDITO;18/01/2026 12:57
21777;Caixa Simulador;114,00;DÉBITO;18/01/2026 12:46
34052;Caixa Simulador;38,50;DINHEIRO;18/01/2026 12:35
39191;Caixa Simulador;25,50;PIX;18/01/2026 11:41
11782;Caixa Simulador;64,50;DÉBITO;18/01/2026 10:35
10211;Caixa Simulador;116,00;CRÉDITO;18/01/2026 10:09
18175;Caixa Simulador;13,00;CRÉDITO;18/01/2026 08:45
19221;Caixa Simulador;15,00;PIX;18/01/2026 08:24
18694;Caixa Simulador;56,50;PIX;18/01/2026 08:21
6452;Caixa Simulador;24,50;DINHEIRO;18/01/2026 07:36
22209;Caixa Simulador;54,00;CRÉDITO;18/01/2026 07:18
19752;Caixa Simulador;84,50;DINHEIRO;18/01/2026 07:10
11924;Caixa Simulador;31,00;DINHEIRO;18/01/2026 06:59
35354;Caixa Simulador;4,00;DINHEIRO;18/01/2026 06:54
12512;Caixa Simulador;15,00;CRÉDITO;18/01/2026 06:48
19189;Caixa Simulador;19,00;PIX;18/01/2026 06:30
32632;Caixa Simulador;39,00;DINHEIRO;18/01/2026 06:20
25585;Caixa Simulador;16,00;PIX;18/01/2026 06:12
5707;Caixa Simulador;80,00;DÉBITO;18/01/2026 06:01
31488;Caixa Simulador;55,00;CRÉDITO;18/01/2026 05:30
38300;Caixa Simulador;14,00;DÉBITO;18/01/2026 03:39
31837;Caixa Simulador;23,00;PIX;18/01/2026 02:34
23341;Caixa Simulador;53,00;DINHEIRO;18/01/2026 02:31
38179;Caixa Simulador;6,00;DÉBITO;18/01/2026 01:47
21630;Caixa Simulador;62,00;PIX;17/01/2026 22:57
20608;Caixa Simulador;8,00;DINHEIRO;17/01/2026 18:38
15301;Caixa Simulador;47,00;PIX;17/01/2026 18:03
23662;Caixa Simulador;15,00;DINHEIRO;17/01/2026 17:53
32729;Caixa Simulador;57,00;CRÉDITO;17/01/2026 17:49
6037;Caixa Simulador;65,50;CRÉDITO;17/01/2026 17:36
23706;Caixa Simulador;108,00;PIX;17/01/2026 17:34
7161;Caixa Simulador;6,00;CRÉDITO;17/01/2026 17:31
22710;Caixa Simulador;79,00;CRÉDITO;17/01/2026 17:23
39900;Caixa Simulador;82,00;CRÉDITO;17/01/2026 17:01
1736;Caixa Simulador;49,00;PIX;17/01/2026 16:59
27230;Caixa Simulador;74,00;DINHEIRO;17/01/2026 16:57
2663;Caixa Simulador;27,00;CRÉDITO;17/01/2026 16:57
35753;Caixa Simulador;97,00;PIX;17/01/2026 16:50
25215;Caixa Simulador;10,00;CRÉDITO;17/01/2026 16:45
29411;Caixa Simulador;33,00;DINHEIRO;17/01/2026 16:29
13147;Caixa Simulador;22,00;DINHEIRO;17/01/2026 16:00
16602;Caixa Simulador;54,00;DÉBITO;17/01/2026 15:10
29825;Caixa Simulador;1,50;DÉBITO;17/01/2026 10:59
39680;Caixa Simulador;47,50;CRÉDITO;17/01/2026 09:23
4744;Caixa Simulador;38,50;CRÉDITO;17/01/2026 08:58
39643;Caixa Simulador;68,00;PIX;17/01/2026 08:55
25882;Caixa Simulador;10,00;PIX;17/01/2026 08:38
34962;Caixa Simulador;58,00;PIX;17/01/2026 08:29
32596;Caixa Simulador;26,00;DINHEIRO;17/01/2026 07:45
33190;Caixa Simulador;8,00;DÉBITO;17/01/2026 07:41
28001;Caixa Simulador;20,00;DINHEIRO;17/01/2026 07:35
20405;Caixa Simulador;1,50;DÉBITO;17/01/2026 07:28
16958;Caixa Simulador;1,00;PIX;17/01/2026 07:13
20157;Caixa Simulador;24,00;PIX;17/01/2026 06:49
19395;Caixa Simulador;1,00;CRÉDITO;17/01/2026 06:40
2604;Caixa Simulador;44,00;PIX;17/01/2026 06:09
31839;Caixa Simulador;34,50;PIX;17/01/2026 05:28
35797;Caixa Simulador;57,50;CRÉDITO;17/01/2026 02:48
14544;Caixa Simulador;123,00;CRÉDITO;17/01/2026 01:15
3960;Caixa Simulador;97,00;DÉBITO;16/01/2026 23:14
9868;Caixa Simulador;9,00;CRÉDITO;16/01/2026 22:33
3669;Caixa Simulador;10,00;CRÉDITO;16/01/2026 22:09
4610;Caixa Simulador;19,00;DÉBITO;16/01/2026 21:36
32151;Caixa Simulador;6,00;DINHEIRO;16/01/2026 20:50
3045;Caixa Simulador;7,00;DÉBITO;16/01/2026 18:55
3398;Caixa Simulador;14,50;PIX;16/01/2026 18:55
25888;Caixa Simulador;35,00;CRÉDITO;16/01/2026 18:51
13163;Caixa Simulador;9,00;DÉBITO;16/01/2026 18:35
17915;Caixa Simulador;49,00;DÉBITO;16/01/2026 18:31
18377;Caixa Simulador;48,50;CRÉDITO;16/01/2026 18:16
32481;Caixa Simulador;86,00;DÉBITO;16/01/2026 18:14
26816;Caixa Simulador;28,00;DINHEIRO;16/01/2026 18:00
15709;Caixa Simulador;16,00;PIX;16/01/2026 17:51
14378;Caixa Simulador;38,00;CRÉDITO;16/01/2026 17:40
8537;Caixa Simulador;141,00;DINHEIRO;16/01/2026 17:17
17840;Caixa Simulador;59,00;DÉBITO;16/01/2026 17:13
20221;Caixa Simulador;83,00;DÉBITO;16/01/2026 17:00
8786;Caixa Simulador;146,00;DÉBITO;16/01/2026 16:40
36590;Caixa Simulador;21,00;DÉBITO;16/01/2026 16:32
6300;Caixa Simulador;71,00;DÉBITO;16/01/2026 16:28
21564;Caixa Simulador;50,00;PIX;16/01/2026 16:05
6911;Caixa Simulador;41,00;CRÉDITO;16/01/2026 15:30
31531;Caixa Simulador;12,00;CRÉDITO;16/01/2026 15:19
30251;Caixa Simulador;57,00;DINHEIRO;16/01/2026 13:21
28056;Caixa Simulador;30,00;DÉBITO;16/01/2026 11:19
7170;Caixa Simulador;88,00;CRÉDITO;16/01/2026 11:11
610;Caixa Simulador;75,00;DÉBITO;16/01/2026 09:52
29703;Caixa Simulador;40,00;DÉBITO;16/01/2026 08:52
6913;Caixa Simulador;90,00;DÉBITO;16/01/2026 08:41
3421;Caixa Simulador;2,00;DÉBITO;16/01/2026 08:28
21353;Caixa Simulador;5,00;CRÉDITO;16/01/2026 08:20
18848;Caixa Simulador;10,00;PIX;16/01/2026 08:09
194;Caixa Simulador;49,00;DÉBITO;16/01/2026 08:08
16345;Caixa Simulador;19,00;CRÉDITO;16/01/2026 08:03
20972;Caixa Simulador;127,00;PIX;16/01/2026 07:57
5794;Caixa Simulador;18,00;DINHEIRO;16/01/2026 07:55
23515;Caixa Simulador;46,00;PIX;16/01/2026 07:48
29449;Caixa Simulador;28,00;PIX;16/01/2026 07:46
1990;Caixa Simulador;15,00;DÉBITO;16/01/2026 07:27
14707;Caixa Simulador;88,50;DINHEIRO;16/01/2026 07:14
38400;Caixa Simulador;16,50;PIX;16/01/2026 07:12
18371;Caixa Simulador;41,00;CRÉDITO;16/01/2026 07:07
3318;Caixa Simulador;38,50;DINHEIRO;16/01/2026 06:59
17614;Caixa Simulador;6,00;PIX;16/01/2026 06:41
39077;Caixa Simulador;58,00;PIX;16/01/2026 06:29
15717;Caixa Simulador;14,00;DINHEIRO;16/01/2026 06:18
31551;Caixa Simulador;34,00;DINHEIRO;16/01/2026 06:04
14640;Caixa Simulador;46,00;DÉBITO;16/01/2026 04:54
33027;Caixa Simulador;108,00;DINHEIRO;16/01/2026 03:33
10097;Caixa Simulador;37,00;PIX;16/01/2026 01:23
24857;Caixa Simulador;61,00;DÉBITO;16/01/2026 00:04
33909;Caixa Simulador;88,00;CRÉDITO;15/01/2026 20:54
17834;Caixa Simulador;73,00;DÉBITO;15/01/2026 20:19
31178;Caixa Simulador;53,00;DINHEIRO;15/01/2026 19:38
18730;Caixa Simulador;40,00;DINHEIRO;15/01/2026 19:08
20623;Caixa Simulador;47,00;DINHEIRO;15/01/2026 18:29
30571;Caixa Simulador;71,00;CRÉDITO;15/01/2026 17:56
25716;Caixa Simulador;91,50;DÉBITO;15/01/2026 17:54
19305;Caixa Simulador;36,50;PIX;15/01/2026 17:46
39318;Caixa Simulador;6,00;PIX;15/01/2026 17:18
27469;Caixa Simulador;35,50;DINHEIRO;15/01/2026 17:06
15704;Caixa Simulador;70,00;DÉBITO;15/01/2026 17:03
24026;Caixa Simulador;42,00;CRÉDITO;15/01/2026 16:55
17825;Caixa Simulador;21,50;DÉBITO;15/01/2026 16:48
27069;Caixa Simulador;6,00;PIX;15/01/2026 16:44
18493;Caixa Simulador;51,00;CRÉDITO;15/01/2026 16:41
20099;Caixa Simulador;35,00;PIX;15/01/2026 16:39
36164;Caixa Simulador;16,00;DINHEIRO;15/01/2026 16:39
1738;Caixa Simulador;41,00;DINHEIRO;15/01/2026 16:32
7467;Caixa Simulador;33,50;PIX;15/01/2026 16:31
23462;Caixa Simulador;104,00;PIX;15/01/2026 16:14
37497;Caixa Simulador;94,50;DINHEIRO;15/01/2026 16:03
24414;Caixa Simulador;63,00;DÉBITO;15/01/2026 08:49
11771;Caixa Simulador;33,00;DINHEIRO;15/01/2026 08:34
19014;Caixa Simulador;24,00;DÉBITO;15/01/2026 08:25
31388;Caixa Simulador;14,50;DINHEIRO;15/01/2026 08:22
39111;Caixa Simulador;28,00;PIX;15/01/2026 07:53
4770;Caixa Simulador;134,00;PIX;15/01/2026 07:52
33176;Caixa Simulador;52,00;DINHEIRO;15/01/2026 07:50
11536;Caixa Simulador;48,00;DÉBITO;15/01/2026 07:30
34894;Caixa Simulador;118,50;PIX;15/01/2026 07:21
3248;Caixa Simulador;7,00;CRÉDITO;15/01/2026 07:16
22482;Caixa Simulador;26,00;CRÉDITO;15/01/2026 07:14
5576;Caixa Simulador;122,00;PIX;15/01/2026 07:08
33694;Caixa Simulador;42,50;PIX;15/01/2026 06:50
21279;Caixa Simulador;139,00;DÉBITO;15/01/2026 06:32
27410;Caixa Simulador;49,00;CRÉDITO;15/01/2026 06:17
19598;Caixa Simulador;37,50;DINHEIRO;15/01/2026 06:14
9415;Caixa Simulador;6,00;DINHEIRO;15/01/2026 05:56
18821;Caixa Simulador;15,00;DINHEIRO;15/01/2026 05:41
7477;Caixa Simulador;12,00;DÉBITO;15/01/2026 04:28
20595;Caixa Simulador;155,00;DÉBITO;15/01/2026 02:53
24004;Caixa Simulador;22,50;DÉBITO;15/01/2026 01:06
9997;Caixa Simulador;18,50;PIX;15/01/2026 00:56
18325;Caixa Simulador;9,00;DÉBITO;15/01/2026 00:05
22023;Caixa Simulador;79,50;DÉBITO;14/01/2026 23:10
31847;Caixa Simulador;26,50;CRÉDITO;14/01/2026 23:10
36932;Caixa Simulador;21,00;DÉBITO;14/01/2026 19:58
6293;Caixa Simulador;22,00;PIX;14/01/2026 19:14
5613;Caixa Simulador;21,50;DINHEIRO;14/01/2026 19:02
34041;Caixa Simulador;1,50;DINHEIRO;14/01/2026 18:58
9749;Caixa Simulador;21,50;DINHEIRO;14/01/2026 18:57
2923;Caixa Simulador;40,50;PIX;14/01/2026 18:54
25363;Caixa Simulador;21,00;PIX;14/01/2026 18:50
2701;Caixa Simulador;1,50;DINHEIRO;14/01/2026 18:33
14049;Caixa Simulador;44,00;DÉBITO;14/01/2026 18:29
33589;Caixa Simulador;18,00;PIX;14/01/2026 18:24
10115;Caixa Simulador;18,00;CRÉDITO;14/01/2026 18:23
36060;Caixa Simulador;75,00;DINHEIRO;14/01/2026 18:23
3929;Caixa Simulador;12,00;CRÉDITO;14/01/2026 18:22
24573;Caixa Simulador;14,00;CRÉDITO;14/01/2026 17:42
34579;Caixa Simulador;91,00;PIX;14/01/2026 17:29
2017;Caixa Simulador;105,00;DÉBITO;14/01/2026 17:27
8438;Caixa Simulador;96,00;CRÉDITO;14/01/2026 17:02
32134;Caixa Simulador;53,00;DÉBITO;14/01/2026 16:57
1009;Caixa Simulador;4,00;PIX;14/01/2026 16:55
17805;Caixa Simulador;27,00;DÉBITO;14/01/2026 16:53
14663;Caixa Simulador;6,00;PIX;14/01/2026 16:24
4011;Caixa Simulador;51,00;PIX;14/01/2026 16:23
32051;Caixa Simulador;19,00;DÉBITO;14/01/2026 16:20
24836;Caixa Simulador;98,50;DINHEIRO;14/01/2026 16:15
13645;Caixa Simulador;80,00;PIX;14/01/2026 16:09
30636;Caixa Simulador;18,00;DÉBITO;14/01/2026 13:50
12151;Caixa Simulador;50,50;DÉBITO;14/01/2026 12:34
28606;Caixa Simulador;127,00;DINHEIRO;14/01/2026 11:15
37027;Caixa Simulador;117,50;DINHEIRO;14/01/2026 09:17
9544;Caixa Simulador;74,00;PIX;14/01/2026 08:34
32083;Caixa Simulador;136,00;CRÉDITO;14/01/2026 08:27
10188;Caixa Simulador;46,00;PIX;14/01/2026 08:24
23133;Caixa Simulador;16,00;PIX;14/01/2026 08:08
15480;Caixa Simulador;72,00;CRÉDITO;14/01/2026 07:38
17910;Caixa Simulador;11,50;DÉBITO;14/01/2026 07:36
18040;Caixa Simulador;12,00;PIX;14/01/2026 07:31
10756;Caixa Simulador;61,00;DINHEIRO;14/01/2026 07:30
3076;Caixa Simulador;76,50;PIX;14/01/2026 07:09
9156;Caixa Simulador;19,00;CRÉDITO;14/01/2026 06:59
11615;Caixa Simulador;124,00;DÉBITO;14/01/2026 06:52
23901;Caixa Simulador;30,00;DÉBITO;14/01/2026 06:45
22921;Caixa Simulador;14,00;PIX;14/01/2026 06:12
28253;Caixa Simulador;102,00;DÉBITO;14/01/2026 03:03
25689;Caixa Simulador;1,00;CRÉDITO;14/01/2026 02:21
21234;Caixa Simulador;104,00;DINHEIRO;13/01/2026 23:43
15378;Caixa Simulador;55,00;DINHEIRO;13/01/2026 22:33
22981;Caixa Simulador;27,00;DÉBITO;13/01/2026 21:25
5901;Caixa Simulador;77,50;DÉBITO;13/01/2026 20:56
6482;Caixa Simulador;27,50;PIX;13/01/2026 20:45
20630;Caixa Simulador;21,00;DÉBITO;13/01/2026 20:39
27784;Caixa Simulador;6,00;PIX;13/01/2026 19:49
29587;Caixa Simulador;6,00;DINHEIRO;13/01/2026 19:00
12300;Caixa Simulador;16,00;CRÉDITO;13/01/2026 18:55
28793;Caixa Simulador;54,00;PIX;13/01/2026 18:24
25095;Caixa Simulador;6,00;DÉBITO;13/01/2026 18:02
10182;Caixa Simulador;9,50;DÉBITO;13/01/2026 17:30
11833;Caixa Simulador;31,50;DINHEIRO;13/01/2026 17:11
35543;Caixa Simulador;86,00;CRÉDITO;13/01/2026 16:49
20418;Caixa Simulador;7,50;CRÉDITO;13/01/2026 16:48
8781;Caixa Simulador;116,00;DÉBITO;13/01/2026 16:40
1428;Caixa Simulador;41,00;PIX;13/01/2026 16:40
29555;Caixa Simulador;92,00;CRÉDITO;13/01/2026 16:36
14671;Caixa Simulador;44,00;CRÉDITO;13/01/2026 16:31
1746;Caixa Simulador;26,00;CRÉDITO;13/01/2026 16:30
10624;Caixa Simulador;90,00;DÉBITO;13/01/2026 16:25
13631;Caixa Simulador;14,00;DINHEIRO;13/01/2026 16:23
39147;Caixa Simulador;59,00;DINHEIRO;13/01/2026 16:21
33782;Caixa Simulador;46,00;PIX;13/01/2026 16:11
14305;Caixa Simulador;102,00;CRÉDITO;13/01/2026 16:02
36137;Caixa Simulador;52,50;DINHEIRO;13/01/2026 16:00
2356;Caixa Simulador;28,00;PIX;13/01/2026 11:51
12495;Caixa Simulador;52,00;CRÉDITO;13/01/2026 09:17
13446;Caixa Simulador;73,00;PIX;13/01/2026 08:58
3596;Caixa Simulador;44,00;DÉBITO;13/01/2026 08:46
28052;Caixa Simulador;40,00;CRÉDITO;13/01/2026 08:36
7184;Caixa Simulador;1,50;DINHEIRO;13/01/2026 08:25
5667;Caixa Simulador;6,00;CRÉDITO;13/01/2026 08:05
31003;Caixa Simulador;98,00;DINHEIRO;13/01/2026 08:05
6500;Caixa Simulador;33,00;DÉBITO;13/01/2026 07:56
12265;Caixa Simulador;11,50;DINHEIRO;13/01/2026 07:54
18421;Caixa Simulador;72,00;CRÉDITO;13/01/2026 07:48
32830;Caixa Simulador;66,00;PIX;13/01/2026 07:44
3895;Caixa Simulador;44,00;PIX;13/01/2026 07:35
19828;Caixa Simulador;52,00;CRÉDITO;13/01/2026 07:34
17472;Caixa Simulador;44,00;DINHEIRO;13/01/2026 07:02
19350;Caixa Simulador;19,00;PIX;13/01/2026 06:58
31626;Caixa Simulador;22,00;DÉBITO;13/01/2026 06:37
38968;Caixa Simulador;94,00;DINHEIRO;13/01/2026 06:36
30899;Caixa Simulador;37,00;DINHEIRO;13/01/2026 06:31
38841;Caixa Simulador;36,50;DÉBITO;13/01/2026 06:06
8120;Caixa Simulador;87,50;PIX;13/01/2026 06:02
4002;Caixa Simulador;47,00;PIX;13/01/2026 06:01
36853;Caixa Simulador;64,00;DÉBITO;13/01/2026 04:45
18959;Caixa Simulador;105,00;CRÉDITO;13/01/2026 04:14
30464;Caixa Simulador;36,00;DINHEIRO;13/01/2026 01:30
26474;Caixa Simulador;59,00;DÉBITO;13/01/2026 01:24
21523;Caixa Simulador;59,00;DÉBITO;13/01/2026 00:52
15388;Caixa Simulador;31,00;DÉBITO;13/01/2026 00:30
18436;Caixa Simulador;73,00;DINHEIRO;13/01/2026 00:00
27024;Caixa Simulador;70,50;DINHEIRO;12/01/2026 21:06
27761;Caixa Simulador;42,00;DINHEIRO;12/01/2026 20:40
37553;Caixa Simulador;74,00;DÉBITO;12/01/2026 20:18
15039;Caixa Simulador;30,00;DINHEIRO;12/01/2026 19:13
8681;Caixa Simulador;98,00;DINHEIRO;12/01/2026 18:26
1536;Caixa Simulador;40,00;CRÉDITO;12/01/2026 18:22
10488;Caixa Simulador;21,00;DÉBITO;12/01/2026 18:20
3298;Caixa Simulador;19,50;PIX;12/01/2026 18:10
15394;Caixa Simulador;19,00;DÉBITO;12/01/2026 18:08
23316;Caixa Simulador;110,50;CRÉDITO;12/01/2026 18:01
22956;Caixa Simulador;18,00;DINHEIRO;12/01/2026 17:56
22569;Caixa Simulador;119,00;CRÉDITO;12/01/2026 17:37
33592;Caixa Simulador;26,00;DÉBITO;12/01/2026 17:35
30031;Caixa Simulador;46,00;PIX;12/01/2026 17:32
12989;Caixa Simulador;130,00;DÉBITO;12/01/2026 17:29
1324;Caixa Simulador;23,00;DINHEIRO;12/01/2026 17:18
14660;Caixa Simulador;29,50;DINHEIRO;12/01/2026 17:11
20386;Caixa Simulador;76,00;DÉBITO;12/01/2026 17:08
15326;Caixa Simulador;18,50;DINHEIRO;12/01/2026 16:54
19750;Caixa Simulador;10,00;PIX;12/01/2026 16:43
7635;Caixa Simulador;94,00;DINHEIRO;12/01/2026 16:41
3489;Caixa Simulador;30,00;DINHEIRO;12/01/2026 16:35
1148;Caixa Simulador;26,00;DÉBITO;12/01/2026 16:35
12197;Caixa Simulador;35,00;DÉBITO;12/01/2026 16:31
28757;Caixa Simulador;74,00;DINHEIRO;12/01/2026 16:26
30198;Caixa Simulador;12,00;DINHEIRO;12/01/2026 16:08
20243;Caixa Simulador;8,00;PIX;12/01/2026 15:27
6223;Caixa Simulador;24,00;CRÉDITO;12/01/2026 10:51
32342;Caixa Simulador;18,00;CRÉDITO;12/01/2026 10:43
26578;Caixa Simulador;55,00;PIX;12/01/2026 08:57
11441;Caixa Simulador;12,50;DINHEIRO;12/01/2026 08:57
